name,slug,brand,category,gender,price,stock,description,imageKey,source,externalName,confidence
"DUBAI CHOCOLATE",armaf-dubai-chocolate,"Armaf",decants,,23750,0,"Odyssey Dubai Chocolat de Armaf, lanzado en 2025, es una fragancia unisex de la familia olfativa Oriental Vainilla que combina notas dulces y especiadas para ofrecer una experiencia sensorial única. Esta eau de parfum se inspira en la rica tradición de los dulces árabes, fusionando ingredientes como el chocolate, el pistacho y el café para crear una esencia sofisticada y envolvente. Las notas de salida incluyen café, pistacho, praliné, avellana y Knafeh, una delicia tradicional de la pastelería",products/armaf/dubai-chocolate/01.jpg,local-assets+disfragancias,"Armaf Odyssey Dubai Chocolat",0.52
"GS Odysseylimoni Photogrid.pngdisplayinggs Odysseylimoni Photogrid.png.",armaf-gs-odysseylimoni-photogridpngdisplayinggs-odysseylimoni-photogridpng,"Armaf",decants,,27000,0,"El Brillo Eterno de la Feminidad Club De Nuit Woman Extrait de Armaf es una declaración de poder, lujo y seducción. Lanzada en 2025 , esta nueva interpretación en concentración Extrait de Parfum lleva el ADN icónico de la colección a una dimensión más densa, rica y sofisticada. Es la representación olfativa de una noche de gala bajo las luces de la ciudad: la frescura efervescente de los cítricos se funde con un corazón floral aterciopelado, reposando sobre una base magnética de maderas y vainil",products/armaf/gs-odysseylimoni-photogridpngdisplayinggs-odysseylimoni-photogridpng/01.jpg,local-assets+disfragancias,"Armaf Club de Nuit Woman Extrait de Parfum",0.4
"ODYSSEYMANDARINSKYVINTAGEEDITION2",armaf-odysseymandarinskyvintageedition2,"Armaf",decants,,27000,0,"El Brillo Eterno de la Feminidad Club De Nuit Woman Extrait de Armaf es una declaración de poder, lujo y seducción. Lanzada en 2025 , esta nueva interpretación en concentración Extrait de Parfum lleva el ADN icónico de la colección a una dimensión más densa, rica y sofisticada. Es la representación olfativa de una noche de gala bajo las luces de la ciudad: la frescura efervescente de los cítricos se funde con un corazón floral aterciopelado, reposando sobre una base magnética de maderas y vainil",products/armaf/odysseymandarinskyvintageedition2/01.jpg,local-assets+disfragancias,"Armaf Club de Nuit Woman Extrait de Parfum",0.4
"Q 106DCLUBDENUITINTENSE M FIF",armaf-q-106dclubdenuitintense-m-fif,"Armaf",decants,,27000,0,"El Brillo Eterno de la Feminidad Club De Nuit Woman Extrait de Armaf es una declaración de poder, lujo y seducción. Lanzada en 2025 , esta nueva interpretación en concentración Extrait de Parfum lleva el ADN icónico de la colección a una dimensión más densa, rica y sofisticada. Es la representación olfativa de una noche de gala bajo las luces de la ciudad: la frescura efervescente de los cítricos se funde con un corazón floral aterciopelado, reposando sobre una base magnética de maderas y vainil",products/armaf/q-106dclubdenuitintense-m-fif/01.jpg,local-assets+disfragancias,"Armaf Club de Nuit Woman Extrait de Parfum",0.4
"Untitleddesign 2025 10 24T235342.652",armaf-untitleddesign-2025-10-24t235342652,"Armaf",decants,,27000,0,"El Brillo Eterno de la Feminidad Club De Nuit Woman Extrait de Armaf es una declaración de poder, lujo y seducción. Lanzada en 2025 , esta nueva interpretación en concentración Extrait de Parfum lleva el ADN icónico de la colección a una dimensión más densa, rica y sofisticada. Es la representación olfativa de una noche de gala bajo las luces de la ciudad: la frescura efervescente de los cítricos se funde con un corazón floral aterciopelado, reposando sobre una base magnética de maderas y vainil",products/armaf/untitleddesign-2025-10-24t235342652/01.jpg,local-assets+disfragancias,"Armaf Club de Nuit Woman Extrait de Parfum",0.4
"Untitleddesign",armaf-untitleddesign,"Armaf",decants,,27000,0,"El Brillo Eterno de la Feminidad Club De Nuit Woman Extrait de Armaf es una declaración de poder, lujo y seducción. Lanzada en 2025 , esta nueva interpretación en concentración Extrait de Parfum lleva el ADN icónico de la colección a una dimensión más densa, rica y sofisticada. Es la representación olfativa de una noche de gala bajo las luces de la ciudad: la frescura efervescente de los cítricos se funde con un corazón floral aterciopelado, reposando sobre una base magnética de maderas y vainil",products/armaf/untitleddesign/01.jpg,local-assets+disfragancias,"Armaf Club de Nuit Woman Extrait de Parfum",0.4
"Armafbeach",armaf-armafbeach,"Armaf",decants,,27000,0,"El Brillo Eterno de la Feminidad Club De Nuit Woman Extrait de Armaf es una declaración de poder, lujo y seducción. Lanzada en 2025 , esta nueva interpretación en concentración Extrait de Parfum lleva el ADN icónico de la colección a una dimensión más densa, rica y sofisticada. Es la representación olfativa de una noche de gala bajo las luces de la ciudad: la frescura efervescente de los cítricos se funde con un corazón floral aterciopelado, reposando sobre una base magnética de maderas y vainil",products/armaf/armafbeach/01.jpg,local-assets+disfragancias,"Armaf Club de Nuit Woman Extrait de Parfum",0.4
"Armafislandbliss",armaf-armafislandbliss,"Armaf",decants,,27000,0,"El Brillo Eterno de la Feminidad Club De Nuit Woman Extrait de Armaf es una declaración de poder, lujo y seducción. Lanzada en 2025 , esta nueva interpretación en concentración Extrait de Parfum lleva el ADN icónico de la colección a una dimensión más densa, rica y sofisticada. Es la representación olfativa de una noche de gala bajo las luces de la ciudad: la frescura efervescente de los cítricos se funde con un corazón floral aterciopelado, reposando sobre una base magnética de maderas y vainil",products/armaf/armafislandbliss/01.jpg,local-assets+disfragancias,"Armaf Club de Nuit Woman Extrait de Parfum",0.4
"Edit 15",armaf-edit-15,"Armaf",decants,,27000,0,"El Brillo Eterno de la Feminidad Club De Nuit Woman Extrait de Armaf es una declaración de poder, lujo y seducción. Lanzada en 2025 , esta nueva interpretación en concentración Extrait de Parfum lleva el ADN icónico de la colección a una dimensión más densa, rica y sofisticada. Es la representación olfativa de una noche de gala bajo las luces de la ciudad: la frescura efervescente de los cítricos se funde con un corazón floral aterciopelado, reposando sobre una base magnética de maderas y vainil",products/armaf/edit-15/01.jpg,local-assets+disfragancias,"Armaf Club de Nuit Woman Extrait de Parfum",0.4
"Image 2023 05 04T091929.691",armaf-image-2023-05-04t091929691,"Armaf",decants,,27000,0,"El Brillo Eterno de la Feminidad Club De Nuit Woman Extrait de Armaf es una declaración de poder, lujo y seducción. Lanzada en 2025 , esta nueva interpretación en concentración Extrait de Parfum lleva el ADN icónico de la colección a una dimensión más densa, rica y sofisticada. Es la representación olfativa de una noche de gala bajo las luces de la ciudad: la frescura efervescente de los cítricos se funde con un corazón floral aterciopelado, reposando sobre una base magnética de maderas y vainil",products/armaf/image-2023-05-04t091929691/01.jpg,local-assets+disfragancias,"Armaf Club de Nuit Woman Extrait de Parfum",0.4
"Image 2023 05 04T112339.859",armaf-image-2023-05-04t112339859,"Armaf",decants,,27000,0,"El Brillo Eterno de la Feminidad Club De Nuit Woman Extrait de Armaf es una declaración de poder, lujo y seducción. Lanzada en 2025 , esta nueva interpretación en concentración Extrait de Parfum lleva el ADN icónico de la colección a una dimensión más densa, rica y sofisticada. Es la representación olfativa de una noche de gala bajo las luces de la ciudad: la frescura efervescente de los cítricos se funde con un corazón floral aterciopelado, reposando sobre una base magnética de maderas y vainil",products/armaf/image-2023-05-04t112339859/01.jpg,local-assets+disfragancias,"Armaf Club de Nuit Woman Extrait de Parfum",0.4
"Image",armaf-image,"Armaf",decants,,27000,0,"El Brillo Eterno de la Feminidad Club De Nuit Woman Extrait de Armaf es una declaración de poder, lujo y seducción. Lanzada en 2025 , esta nueva interpretación en concentración Extrait de Parfum lleva el ADN icónico de la colección a una dimensión más densa, rica y sofisticada. Es la representación olfativa de una noche de gala bajo las luces de la ciudad: la frescura efervescente de los cítricos se funde con un corazón floral aterciopelado, reposando sobre una base magnética de maderas y vainil",products/armaf/image/01.jpg,local-assets+disfragancias,"Armaf Club de Nuit Woman Extrait de Parfum",0.4
"M6294015189599 White Xl 3 Ezgif.com Webp To Jpg Converter",armaf-m6294015189599-white-xl-3-ezgifcom-webp-to-jpg-converter,"Armaf",decants,,23750,0,"Descubre Odyssey Femme, una fragancia floral exquisita diseñada para resaltar tu feminidad. Las notas de salida combinan la dulzura de la ciruela y la miel con el frescor de la bergamota, mientras la gardenia y la tuberosa añaden un toque envolvente y seductor. En el corazón, un bouquet floral de jazmín, rosa y lirio de los valles, realzado por un toque especiado de azafrán, crea un equilibrio perfecto entre lo delicado y lo audaz. Finalmente, el cacao, la haba tonka y el almizcle ofrecen un fon",products/armaf/m6294015189599-white-xl-3-ezgifcom-webp-to-jpg-converter/01.jpg,local-assets+disfragancias,"Armaf Odyssey Femme White Edition",0.45
"Odyssey Homme 6.8",armaf-odyssey-homme-68,"Armaf",decants,,23750,0,"Un Viaje a un Paraíso Gourmand Odyssey Marshmallow de Armaf es una fragancia que te transporta a un mundo de ensueño, donde la dulzura de un postre se combina con la frescura de un jardín florecido. Esta fragancia, diseñada para ser disfrutada tanto por hombres como por mujeres, es una audaz mezcla de lo floral, lo frutal y lo gourmand. La fragancia se abre con un ramillete de notas de salida frescas y luminosas: el dulzor tropical del coco se une a la delicadeza de la peonía , la jugosidad de l",products/armaf/odyssey-homme-68/01.jpg,local-assets+disfragancias,"Armaf Odyssey marshmallow",0.55
"Product 17270 Ezgif.com Webp To Jpg Converter",armaf-product-17270-ezgifcom-webp-to-jpg-converter,"Armaf",decants,,27000,0,"El Brillo Eterno de la Feminidad Club De Nuit Woman Extrait de Armaf es una declaración de poder, lujo y seducción. Lanzada en 2025 , esta nueva interpretación en concentración Extrait de Parfum lleva el ADN icónico de la colección a una dimensión más densa, rica y sofisticada. Es la representación olfativa de una noche de gala bajo las luces de la ciudad: la frescura efervescente de los cítricos se funde con un corazón floral aterciopelado, reposando sobre una base magnética de maderas y vainil",products/armaf/product-17270-ezgifcom-webp-to-jpg-converter/01.jpg,local-assets+disfragancias,"Armaf Club de Nuit Woman Extrait de Parfum",0.4
"Bharara Mast Rome Pour Femme",bahara-bharara-mast-rome-pour-femme,"Bahara",decants,,20900,0,"Este perfume se encuentra inspirado en Valentino Donna Born In Roma. Bharara Mast Perfume Rome Pour Femme es una fragancia elegante y vibrante que irradia frescura y calidez a cada nota. Al abrirse, te envuelve en un estallido afrutado de grosellas negras, acentuado por el toque especiado del pimienta rosa y la luminosidad cítrica de la bergamota. En el corazón, el jazmín florece con una dulzura floral delicada, añadiendo un toque de sofisticación y gracia que resuena con la esencia de la mujer",products/bahara/bharara-mast-rome-pour-femme/01.jpg,local-assets+disfragancias,"Bharara mast perfume rome pour femme",0.5
"1500x1500 MI",creed-1500x1500-mi,"Creed",decants,,123500,0,"El Elixir de la Realeza en el Desierto Oud Zarian de Creed es la nueva obra maestra que redefine el lujo oriental, una fragancia diseñada para el hombre y la mujer que ostentan una sofisticación atemporal y un espíritu aventurero. Lanzada en 2025, esta fragancia Oriental Amaderada es un viaje hacia lo exótico, lo místico y lo profundamente sensual. El viaje inicia con una apertura vibrante y humeante que evoca un ritual ancestral: la bergamota aporta un brillo fugaz que es rápidamente envuelto p",products/creed/1500x1500-mi/01.jpg,local-assets+disfragancias,"Creed Oud Zarian",0.4
"1500x1500 0000 Absolu Aventus 100ml Bottle 1 Jpg",creed-1500x1500-0000-absolu-aventus-100ml-bottle-1-jpg,"Creed",decants,,123500,0,"El Elixir de la Realeza en el Desierto Oud Zarian de Creed es la nueva obra maestra que redefine el lujo oriental, una fragancia diseñada para el hombre y la mujer que ostentan una sofisticación atemporal y un espíritu aventurero. Lanzada en 2025, esta fragancia Oriental Amaderada es un viaje hacia lo exótico, lo místico y lo profundamente sensual. El viaje inicia con una apertura vibrante y humeante que evoca un ritual ancestral: la bergamota aporta un brillo fugaz que es rápidamente envuelto p",products/creed/1500x1500-0000-absolu-aventus-100ml-bottle-1-jpg/01.jpg,local-assets+disfragancias,"Creed Oud Zarian",0.4
"1500x1500 0000s 0016 Silver Mountain Water 100ml",creed-1500x1500-0000s-0016-silver-mountain-water-100ml,"Creed",decants,,123500,0,"El Elixir de la Realeza en el Desierto Oud Zarian de Creed es la nueva obra maestra que redefine el lujo oriental, una fragancia diseñada para el hombre y la mujer que ostentan una sofisticación atemporal y un espíritu aventurero. Lanzada en 2025, esta fragancia Oriental Amaderada es un viaje hacia lo exótico, lo místico y lo profundamente sensual. El viaje inicia con una apertura vibrante y humeante que evoca un ritual ancestral: la bergamota aporta un brillo fugaz que es rápidamente envuelto p",products/creed/1500x1500-0000s-0016-silver-mountain-water-100ml/01.jpg,local-assets+disfragancias,"Creed Oud Zarian",0.4
"Aventus 50ml Bottle",creed-aventus-50ml-bottle,"Creed",decants,,123500,0,"El Elixir de la Realeza en el Desierto Oud Zarian de Creed es la nueva obra maestra que redefine el lujo oriental, una fragancia diseñada para el hombre y la mujer que ostentan una sofisticación atemporal y un espíritu aventurero. Lanzada en 2025, esta fragancia Oriental Amaderada es un viaje hacia lo exótico, lo místico y lo profundamente sensual. El viaje inicia con una apertura vibrante y humeante que evoca un ritual ancestral: la bergamota aporta un brillo fugaz que es rápidamente envuelto p",products/creed/aventus-50ml-bottle/01.jpg,local-assets+disfragancias,"Creed Oud Zarian",0.4
"Viking 50ml Bottle",creed-viking-50ml-bottle,"Creed",decants,,76000,0,"Inspirada en la valentía y el espíritu indomable de los exploradores nórdicos, Viking Cologne de Creed es una fragancia refrescante y audaz diseñada para el hombre moderno que desafía los límites. Desde el primer instante, sus notas cítricas de mandarina, limón, bergamota y la chispeante pimienta rosa crean una apertura vibrante y enérgica. En el corazón, la fusión de lavanda, geranio, romero, salvia y nuez moscada aporta un carácter herbal y especiado, equilibrando frescura con sofisticación. F",products/creed/viking-50ml-bottle/01.jpg,local-assets+disfragancias,"Creed Viking Cologne",0.52
"1 66",lattafa-1-66,"Lattafa",decants,,20900,0,"Este perfume se encuentra inspirado en Acqua Di Gio Profumo de Giorgio Armani Suqraat es una fragancia elegante y atemporal que cautiva por su naturaleza opaca. Hay algunas notas que se pueden sentir inmediatamente como almizcle y lavanda que son la base del perfume. Esto se puede sentir a medida que crece en madurez.",products/lattafa/1-66/01.jpg,local-assets+disfragancias,"Lattafa Suqraat",0.4
"16",lattafa-16,"Lattafa",decants,,20900,0,"Este perfume se encuentra inspirado en Acqua Di Gio Profumo de Giorgio Armani Suqraat es una fragancia elegante y atemporal que cautiva por su naturaleza opaca. Hay algunas notas que se pueden sentir inmediatamente como almizcle y lavanda que son la base del perfume. Esto se puede sentir a medida que crece en madurez.",products/lattafa/16/01.jpg,local-assets+disfragancias,"Lattafa Suqraat",0.4
"17",lattafa-17,"Lattafa",decants,,20900,0,"Este perfume se encuentra inspirado en Acqua Di Gio Profumo de Giorgio Armani Suqraat es una fragancia elegante y atemporal que cautiva por su naturaleza opaca. Hay algunas notas que se pueden sentir inmediatamente como almizcle y lavanda que son la base del perfume. Esto se puede sentir a medida que crece en madurez.",products/lattafa/17/01.jpg,local-assets+disfragancias,"Lattafa Suqraat",0.4
"1 1282228f D6e2 44b8 865d 4a1bd4bc65d6",lattafa-1-1282228f-d6e2-44b8-865d-4a1bd4bc65d6,"Lattafa",decants,,20900,0,"Este perfume se encuentra inspirado en Acqua Di Gio Profumo de Giorgio Armani Suqraat es una fragancia elegante y atemporal que cautiva por su naturaleza opaca. Hay algunas notas que se pueden sentir inmediatamente como almizcle y lavanda que son la base del perfume. Esto se puede sentir a medida que crece en madurez.",products/lattafa/1-1282228f-d6e2-44b8-865d-4a1bd4bc65d6/01.jpg,local-assets+disfragancias,"Lattafa Suqraat",0.4
"1 78bd61db E256 40a9 Aabe 198eaad677f5",lattafa-1-78bd61db-e256-40a9-aabe-198eaad677f5,"Lattafa",decants,,20900,0,"Este perfume se encuentra inspirado en Acqua Di Gio Profumo de Giorgio Armani Suqraat es una fragancia elegante y atemporal que cautiva por su naturaleza opaca. Hay algunas notas que se pueden sentir inmediatamente como almizcle y lavanda que son la base del perfume. Esto se puede sentir a medida que crece en madurez.",products/lattafa/1-78bd61db-e256-40a9-aabe-198eaad677f5/01.jpg,local-assets+disfragancias,"Lattafa Suqraat",0.4
"2 008dcbf5 1c60 4501 Abe2 Dafd2490c98f",lattafa-2-008dcbf5-1c60-4501-abe2-dafd2490c98f,"Lattafa",decants,,20900,0,"Este perfume se encuentra inspirado en Acqua Di Gio Profumo de Giorgio Armani Suqraat es una fragancia elegante y atemporal que cautiva por su naturaleza opaca. Hay algunas notas que se pueden sentir inmediatamente como almizcle y lavanda que son la base del perfume. Esto se puede sentir a medida que crece en madurez.",products/lattafa/2-008dcbf5-1c60-4501-abe2-dafd2490c98f/01.jpg,local-assets+disfragancias,"Lattafa Suqraat",0.4
"2 0de72c59 4763 4735 B1e7 D5086532f29d",lattafa-2-0de72c59-4763-4735-b1e7-d5086532f29d,"Lattafa",decants,,20900,0,"Este perfume se encuentra inspirado en Acqua Di Gio Profumo de Giorgio Armani Suqraat es una fragancia elegante y atemporal que cautiva por su naturaleza opaca. Hay algunas notas que se pueden sentir inmediatamente como almizcle y lavanda que son la base del perfume. Esto se puede sentir a medida que crece en madurez.",products/lattafa/2-0de72c59-4763-4735-b1e7-d5086532f29d/01.jpg,local-assets+disfragancias,"Lattafa Suqraat",0.4
"2 1b8e4113 2278 4e6a B5d7 1c814516d8bc",lattafa-2-1b8e4113-2278-4e6a-b5d7-1c814516d8bc,"Lattafa",decants,,20900,0,"Este perfume se encuentra inspirado en Acqua Di Gio Profumo de Giorgio Armani Suqraat es una fragancia elegante y atemporal que cautiva por su naturaleza opaca. Hay algunas notas que se pueden sentir inmediatamente como almizcle y lavanda que son la base del perfume. Esto se puede sentir a medida que crece en madurez.",products/lattafa/2-1b8e4113-2278-4e6a-b5d7-1c814516d8bc/01.jpg,local-assets+disfragancias,"Lattafa Suqraat",0.4
"2 2c672f1e 556e 4299 B773 33ec7ab824e3",lattafa-2-2c672f1e-556e-4299-b773-33ec7ab824e3,"Lattafa",decants,,20900,0,"Este perfume se encuentra inspirado en Acqua Di Gio Profumo de Giorgio Armani Suqraat es una fragancia elegante y atemporal que cautiva por su naturaleza opaca. Hay algunas notas que se pueden sentir inmediatamente como almizcle y lavanda que son la base del perfume. Esto se puede sentir a medida que crece en madurez.",products/lattafa/2-2c672f1e-556e-4299-b773-33ec7ab824e3/01.jpg,local-assets+disfragancias,"Lattafa Suqraat",0.4
"2 50ddc3a2 A248 4eeb 89bd D631b79df484",lattafa-2-50ddc3a2-a248-4eeb-89bd-d631b79df484,"Lattafa",decants,,20900,0,"Este perfume se encuentra inspirado en Acqua Di Gio Profumo de Giorgio Armani Suqraat es una fragancia elegante y atemporal que cautiva por su naturaleza opaca. Hay algunas notas que se pueden sentir inmediatamente como almizcle y lavanda que son la base del perfume. Esto se puede sentir a medida que crece en madurez.",products/lattafa/2-50ddc3a2-a248-4eeb-89bd-d631b79df484/01.jpg,local-assets+disfragancias,"Lattafa Suqraat",0.4
"2 585755fd 0e58 4a88 B511 9cc62121902d",lattafa-2-585755fd-0e58-4a88-b511-9cc62121902d,"Lattafa",decants,,20900,0,"Este perfume se encuentra inspirado en Acqua Di Gio Profumo de Giorgio Armani Suqraat es una fragancia elegante y atemporal que cautiva por su naturaleza opaca. Hay algunas notas que se pueden sentir inmediatamente como almizcle y lavanda que son la base del perfume. Esto se puede sentir a medida que crece en madurez.",products/lattafa/2-585755fd-0e58-4a88-b511-9cc62121902d/01.jpg,local-assets+disfragancias,"Lattafa Suqraat",0.4
"2 58ebd2d8 Dc1f 4b40 9b72 9bd086aa5396",lattafa-2-58ebd2d8-dc1f-4b40-9b72-9bd086aa5396,"Lattafa",decants,,20900,0,"Este perfume se encuentra inspirado en Acqua Di Gio Profumo de Giorgio Armani Suqraat es una fragancia elegante y atemporal que cautiva por su naturaleza opaca. Hay algunas notas que se pueden sentir inmediatamente como almizcle y lavanda que son la base del perfume. Esto se puede sentir a medida que crece en madurez.",products/lattafa/2-58ebd2d8-dc1f-4b40-9b72-9bd086aa5396/01.jpg,local-assets+disfragancias,"Lattafa Suqraat",0.4
"2 7963f526 Fea1 4b57 8bfb E95e34eb65b9",lattafa-2-7963f526-fea1-4b57-8bfb-e95e34eb65b9,"Lattafa",decants,,20900,0,"Este perfume se encuentra inspirado en Acqua Di Gio Profumo de Giorgio Armani Suqraat es una fragancia elegante y atemporal que cautiva por su naturaleza opaca. Hay algunas notas que se pueden sentir inmediatamente como almizcle y lavanda que son la base del perfume. Esto se puede sentir a medida que crece en madurez.",products/lattafa/2-7963f526-fea1-4b57-8bfb-e95e34eb65b9/01.jpg,local-assets+disfragancias,"Lattafa Suqraat",0.4
"2 797f16eb 8ff1 42c8 A1f0 Dce71b9b2bae",lattafa-2-797f16eb-8ff1-42c8-a1f0-dce71b9b2bae,"Lattafa",decants,,20900,0,"Este perfume se encuentra inspirado en Acqua Di Gio Profumo de Giorgio Armani Suqraat es una fragancia elegante y atemporal que cautiva por su naturaleza opaca. Hay algunas notas que se pueden sentir inmediatamente como almizcle y lavanda que son la base del perfume. Esto se puede sentir a medida que crece en madurez.",products/lattafa/2-797f16eb-8ff1-42c8-a1f0-dce71b9b2bae/01.jpg,local-assets+disfragancias,"Lattafa Suqraat",0.4
"2 7f7a2c86 3138 4e61 A04d 56907552a5aa",lattafa-2-7f7a2c86-3138-4e61-a04d-56907552a5aa,"Lattafa",decants,,20900,0,"Este perfume se encuentra inspirado en Acqua Di Gio Profumo de Giorgio Armani Suqraat es una fragancia elegante y atemporal que cautiva por su naturaleza opaca. Hay algunas notas que se pueden sentir inmediatamente como almizcle y lavanda que son la base del perfume. Esto se puede sentir a medida que crece en madurez.",products/lattafa/2-7f7a2c86-3138-4e61-a04d-56907552a5aa/01.jpg,local-assets+disfragancias,"Lattafa Suqraat",0.4
