brand,brand_slug,display_name,product_slug,local_image_key,external_name,external_slug,confidence,category,price_reference,description,image_url_external,source
"Lattafa",lattafa,"8",8,products/lattafa/8/01.jpg,"Zakat Z28",zakat-zakat-z28,0.42,decants,23750,"La Pasión Española en una Estela Olfativa Este perfume está inspirado en Flamenco de Ramon Monegal Zakat Z28es mucho más que una fragancia es una fragancia profunda y apasionada, diseñada para quienes no temen ser el centro de atención y desean proyectar una sofisticación vibrante. La Salida Explosiva: Abre con una mezcla jugosa y brillante de frambuesa y manzana, matizada por la delicadeza de la violeta y la flor de azahar, creando un inicio dulce pero refrescante. El Corazón Floral y Artístico","https://cdn.shopify.com/s/files/1/0847/7553/4899/files/Zakat_Z28.jpg?v=1770049617",local-assets+disfragancias
"Lattafa",lattafa,"9",9,products/lattafa/9/01.jpg,"Afnan 9 PM Night Out",afnan-afnan-9-pm-night-out,0.42,decants,23750,"El Manifiesto de la Noche Infinita 9 PM Night Out es mucho más que un perfume; es el pase VIP a una experiencia sensorial inolvidable. Lanzada en 2026 , esta obra maestra de la familia Oriental Especiada es el resultado de la colaboración entre los maestros perfumistas Quentin Roussel e Imran Fazlani . Diseñada para hombres y mujeres que dominan la escena nocturna, esta fragancia fusiona la frescura exótica de las frutas con la calidez embriagadora del coñac y maderas de vanguardia. Es el aroma ","https://cdn.shopify.com/s/files/1/0847/7553/4899/files/Afnan_9_PM_Night_Out_COLOMBIA.jpg?v=1771282605",local-assets+disfragancias
"Lattafa",lattafa,"ASADELIXIRBOTTLE",asadelixirbottle,products/lattafa/asadelixirbottle/01.jpg,"Lattafa Suqraat",lattafa-lattafa-suqraat,0.4,decants,20900,"Este perfume se encuentra inspirado en Acqua Di Gio Profumo de Giorgio Armani Suqraat es una fragancia elegante y atemporal que cautiva por su naturaleza opaca. Hay algunas notas que se pueden sentir inmediatamente como almizcle y lavanda que son la base del perfume. Esto se puede sentir a medida que crece en madurez.","https://cdn.shopify.com/s/files/1/0847/7553/4899/files/lattafa-suqraat.png?v=1704382288",local-assets+disfragancias
"Lattafa",lattafa,"Afeef",afeef,products/lattafa/afeef/01.jpg,"Lattafa afeef",lattafa-lattafa-afeef,0.7,decants,25650,"Afeef de Lattafa Perfumes es una fragancia que encarna la sofisticación femenina. Su apertura combina la frescura jugosa del durazno, el toque picante de la pimienta rosa y la chispa cítrica de la bergamota, ofreciendo un inicio vibrante y cautivador. En el corazón, un bouquet floral de nardos, flor de azahar del naranjo y jazmín despliega una feminidad elegante y delicada. La base, con praliné dulce, sándalo cremoso, ámbar cálido y pachulí terroso, envuelve la fragancia en un final irresistible","https://cdn.shopify.com/s/files/1/0847/7553/4899/files/Lattafa_Afeer.png?v=1732980698",local-assets+disfragancias
"Lattafa",lattafa,"Asad Bourbon",asad-bourbon,products/lattafa/asad-bourbon/01.jpg,"Lattafa Asad Bourbon",lattafa-asad-bourbon,0.8,decants,23750,"Asad Bourbon de Lattafa Perfumes es una fragancia que captura la esencia de la sofisticación masculina con un toque atrevido y seductor. Su apertura vibrante combina la dulzura afrutada de la ciruela Mirabel, la frescura refinada de la lavanda y un toque especiado de pimienta rosa, creando una introducción cautivadora. En su corazón, el cálido cacao y la exótica nuez moscada se mezclan con la intensidad resinosa de la davana, añadiendo profundidad y un toque misterioso. Finalmente, su base irres","https://cdn.shopify.com/s/files/1/0847/7553/4899/files/Asad_Bourbon_Lattafa.png?v=1736898155",local-assets+disfragancias
"Lattafa",lattafa,"Asad Zanzibar",asad-zanzibar,products/lattafa/asad-zanzibar/01.jpg,"Lattafa Asad Zanzibar Limited Edition",lattafa-lattafa-asad-zanzibar-limited-edition,0.64,decants,23750,"Un Viaje Sensorial al Índico Asad Zanzibar Limited Edition de Lattafa Perfumes es una fragancia de la familia Oriental Especiada para hombres, lanzada en 2025 . Esta edición especial captura la esencia de un paraíso tropical, combinando la calidez característica de la línea Asad con una frescura marina y una limpieza jabonosa única. Es un aroma diseñado para el hombre que busca una elegancia relajada pero sofisticada, evocando la brisa de una isla exótica al atardecer. La fragancia se despliega ","https://cdn.shopify.com/s/files/1/0847/7553/4899/files/Lattafa_Asad_Zanzibar_Limited_Edition.jpg?v=1769487908",local-assets+disfragancias
"Lattafa",lattafa,"Badee Al Oud Amethyst",badee-al-oud-amethyst,products/lattafa/badee-al-oud-amethyst/01.jpg,"lattafa badee al oud noble blush",lattafa-lattafa-badee-al-oud-noble-blush,0.66,decants,25650,"Noble Blush , lanzada en 2024, es una creación innovadora de Lattafa Perfumes para mujeres que combina dulzura y elegancia. Perteneciente a la familia olfativa Floral Frutal Gourmand, esta fragancia despliega un aroma tan delicioso como encantador. Las notas de salida presentan una combinación de rosa y leche, que aportan una suavidad y feminidad exquisitas. En el corazón, las notas de merengue y almendra crean una esencia golosa que resulta tentadora y envolvente. Finalmente, el fondo de sándal","https://cdn.shopify.com/s/files/1/0847/7553/4899/files/Noble_Blush_dce3752c-8ae3-4a03-a56f-1389be0a720d.png?v=1730416633",local-assets+disfragancias
"Lattafa",lattafa,"Badee Al Oud Noble Blush",badee-al-oud-noble-blush,products/lattafa/badee-al-oud-noble-blush/01.jpg,"lattafa badee al oud noble blush",lattafa-lattafa-badee-al-oud-noble-blush,0.9,decants,25650,"Noble Blush , lanzada en 2024, es una creación innovadora de Lattafa Perfumes para mujeres que combina dulzura y elegancia. Perteneciente a la familia olfativa Floral Frutal Gourmand, esta fragancia despliega un aroma tan delicioso como encantador. Las notas de salida presentan una combinación de rosa y leche, que aportan una suavidad y feminidad exquisitas. En el corazón, las notas de merengue y almendra crean una esencia golosa que resulta tentadora y envolvente. Finalmente, el fondo de sándal","https://cdn.shopify.com/s/files/1/0847/7553/4899/files/Noble_Blush_dce3752c-8ae3-4a03-a56f-1389be0a720d.png?v=1730416633",local-assets+disfragancias
"Lattafa",lattafa,"Badee Al Oud Sublime",badee-al-oud-sublime,products/lattafa/badee-al-oud-sublime/01.jpg,"lattafa badee al oud noble blush",lattafa-lattafa-badee-al-oud-noble-blush,0.66,decants,25650,"Noble Blush , lanzada en 2024, es una creación innovadora de Lattafa Perfumes para mujeres que combina dulzura y elegancia. Perteneciente a la familia olfativa Floral Frutal Gourmand, esta fragancia despliega un aroma tan delicioso como encantador. Las notas de salida presentan una combinación de rosa y leche, que aportan una suavidad y feminidad exquisitas. En el corazón, las notas de merengue y almendra crean una esencia golosa que resulta tentadora y envolvente. Finalmente, el fondo de sándal","https://cdn.shopify.com/s/files/1/0847/7553/4899/files/Noble_Blush_dce3752c-8ae3-4a03-a56f-1389be0a720d.png?v=1730416633",local-assets+disfragancias
"Lattafa",lattafa,"Eclaire",eclaire,products/lattafa/eclaire/01.jpg,"Lattafa Eclaire Pistache",lattafa-lattafa-eclaire-pistache,0.6,decants,23750,"El Postre Prohibido de la Perfumería Prepárate para un deleite olfativo sin calorías con Lattafa Perfumes Eclaire Pistache , la nueva fragancia Oriental Vainilla que redefine el lujo gourmand en 2025. Creada por la perfumista Dalia Izem, este elixir unisex no es solo un aroma; es un postre artesanal, rico, cremoso y peligrosamente adictivo, inspirado en la sofisticación de la pastelería parisina y la calidez de un sabor oriental. Eclaire Pistache te seduce desde el primer instante con una doble ","https://cdn.shopify.com/s/files/1/0847/7553/4899/files/1_d89587cb-c63c-4b54-8fd8-4cf171d29ec5.jpg?v=1760190805",local-assets+disfragancias
"Lattafa",lattafa,"Haya",haya,products/lattafa/haya/01.jpg,"Lattafa Hayaati",lattafa-hayaati-lattafa,0.82,,190000,"Hayaati: El Pulso de la Vitalidad en un Aroma Hayaati de Lattafa Perfumes es una fragancia que captura la energía y la vitalidad. Su nombre, que significa ""mi vida"" en árabe, es un reflejo de su composición vibrante y llena de fuerza, ideal para quienes buscan un aroma que los impulse a vivir intensamente cada momento. La fragancia se abre con un inicio refrescante y frutal, donde la chispa de la manzana se une a la luminosa acidez de la bergamota . En su corazón, la calidez especiada de la ca","https://cdn.shopify.com/s/files/1/0847/7553/4899/files/1_5b611f7a-c10a-4681-9e1e-a22dc85e31e0.jpg?v=1756925164",local-assets+disfragancias
"Lattafa",lattafa,"IMG",img,products/lattafa/img/01.jpg,"Lattafa Suqraat",lattafa-lattafa-suqraat,0.4,decants,20900,"Este perfume se encuentra inspirado en Acqua Di Gio Profumo de Giorgio Armani Suqraat es una fragancia elegante y atemporal que cautiva por su naturaleza opaca. Hay algunas notas que se pueden sentir inmediatamente como almizcle y lavanda que son la base del perfume. Esto se puede sentir a medida que crece en madurez.","https://cdn.shopify.com/s/files/1/0847/7553/4899/files/lattafa-suqraat.png?v=1704382288",local-assets+disfragancias
"Lattafa",lattafa,"Khamrah",khamrah,products/lattafa/khamrah/01.jpg,"Lattafa Khamrah Dukhan",lattafa-lattafa-khamrah-dukhan,0.6,decants,25650,"El nuevo Khamrah Dukhan 100ml de Lattafa Perfumes es una obra maestra gourmand embriagadora y ahumada que cautiva los sentidos con su calidez misteriosa y su encanto picante y dulce. Una evolución más profunda y oscura de la línea Khamrah, Khamrah Dukhan fusiona la riqueza oriental con la sensualidad moderna, perfecta para quienes desean un aroma audaz y lujoso que deje un rastro duradero de misterio y elegancia. La fragancia se abre con la intensidad ardiente del pimiento y las especias cálidas","https://cdn.shopify.com/s/files/1/0847/7553/4899/files/lattafakhamrahdukhan.jpg?v=1744990719",local-assets+disfragancias
"Lattafa",lattafa,"Khamrah Dukhan",khamrah-dukhan,products/lattafa/khamrah-dukhan/01.jpg,"Lattafa Khamrah Dukhan",lattafa-lattafa-khamrah-dukhan,0.8,decants,25650,"El nuevo Khamrah Dukhan 100ml de Lattafa Perfumes es una obra maestra gourmand embriagadora y ahumada que cautiva los sentidos con su calidez misteriosa y su encanto picante y dulce. Una evolución más profunda y oscura de la línea Khamrah, Khamrah Dukhan fusiona la riqueza oriental con la sensualidad moderna, perfecta para quienes desean un aroma audaz y lujoso que deje un rastro duradero de misterio y elegancia. La fragancia se abre con la intensidad ardiente del pimiento y las especias cálidas","https://cdn.shopify.com/s/files/1/0847/7553/4899/files/lattafakhamrahdukhan.jpg?v=1744990719",local-assets+disfragancias
"Lattafa",lattafa,"Khamrah Qahwa",khamrah-qahwa,products/lattafa/khamrah-qahwa/01.jpg,"Lattafa Khamrah Dukhan",lattafa-lattafa-khamrah-dukhan,0.55,decants,25650,"El nuevo Khamrah Dukhan 100ml de Lattafa Perfumes es una obra maestra gourmand embriagadora y ahumada que cautiva los sentidos con su calidez misteriosa y su encanto picante y dulce. Una evolución más profunda y oscura de la línea Khamrah, Khamrah Dukhan fusiona la riqueza oriental con la sensualidad moderna, perfecta para quienes desean un aroma audaz y lujoso que deje un rastro duradero de misterio y elegancia. La fragancia se abre con la intensidad ardiente del pimiento y las especias cálidas","https://cdn.shopify.com/s/files/1/0847/7553/4899/files/lattafakhamrahdukhan.jpg?v=1744990719",local-assets+disfragancias
"Lattafa",lattafa,"Lattafaeclairepistacheboxandbottle",lattafaeclairepistacheboxandbottle,products/lattafa/lattafaeclairepistacheboxandbottle/01.jpg,"Lattafa Suqraat",lattafa-lattafa-suqraat,0.4,decants,20900,"Este perfume se encuentra inspirado en Acqua Di Gio Profumo de Giorgio Armani Suqraat es una fragancia elegante y atemporal que cautiva por su naturaleza opaca. Hay algunas notas que se pueden sentir inmediatamente como almizcle y lavanda que son la base del perfume. Esto se puede sentir a medida que crece en madurez.","https://cdn.shopify.com/s/files/1/0847/7553/4899/files/lattafa-suqraat.png?v=1704382288",local-assets+disfragancias
"Lattafa",lattafa,"Lattafamusamamblackintenseedp100mlsprayboxbottle",lattafamusamamblackintenseedp100mlsprayboxbottle,products/lattafa/lattafamusamamblackintenseedp100mlsprayboxbottle/01.jpg,"Lattafa Suqraat",lattafa-lattafa-suqraat,0.4,decants,20900,"Este perfume se encuentra inspirado en Acqua Di Gio Profumo de Giorgio Armani Suqraat es una fragancia elegante y atemporal que cautiva por su naturaleza opaca. Hay algunas notas que se pueden sentir inmediatamente como almizcle y lavanda que son la base del perfume. Esto se puede sentir a medida que crece en madurez.","https://cdn.shopify.com/s/files/1/0847/7553/4899/files/lattafa-suqraat.png?v=1704382288",local-assets+disfragancias
"Lattafa",lattafa,"Mayar Natural Intense",mayar-natural-intense,products/lattafa/mayar-natural-intense/01.jpg,"lattafa mayar cherry intense",lattafa-lattafa-mayar-cherry-intense,0.64,decants,25650,"Mayar Cherry Intense de Lattafa Perfumes es una fragancia opulenta y envolvente de la familia Oriental Vainilla, diseñada para hombres y mujeres que desean una experiencia olfativa dulce y sofisticada. Lanzada en 2024, esta creación destaca por su carácter gourmand con un toque moderno y sensual. La apertura es fresca y frutal, con notas de fresa y bergamota, que brindan un inicio vibrante y jugoso. En el corazón, el delicioso Cherry Jam se combina con la intensidad del cacao, creando un contras","https://cdn.shopify.com/s/files/1/0847/7553/4899/files/Lattafa_Mayar_Cherry_Intense.png?v=1733605257",local-assets+disfragancias
"Lattafa",lattafa,"Musamam White",musamam-white,products/lattafa/musamam-white/01.jpg,"Lattafa Musamam Black Intense",lattafa-lattafa-musamam-black-intense,0.52,decants,23750,"El Lujo Oscuro en su Máxima Intensidad Musamam Black Intense de Lattafa es una obra maestra de la perfumería moderna que desafía los límites de lo convencional. Lanzada en 2025 , esta fragancia Amaderada Aromática es una creación del maestro perfumista Jordi Fernández , diseñada para quienes buscan una firma olfativa con carácter, misterio y una sofisticación imponente. Es un perfume que equilibra la frescura herbal con una base densa y resinosa, utilizando ingredientes exclusivos para lograr un","https://cdn.shopify.com/s/files/1/0847/7553/4899/files/Lattafa_Musamam_Black_Intense.jpg?v=1771348971",local-assets+disfragancias
"Lattafa",lattafa,"Yara Candy",yara-candy,products/lattafa/yara-candy/01.jpg,"Set Lattafa Yara + Lattafa Yara candy",lattafa-set-yara-yara-candy,0.7,,310000,"Descubre la combinación perfecta de dulzura y sofisticación con el set de regalo Yara &amp; Yara Candy de Lattafa. Dos fragancias irresistibles que envuelven la piel en notas afrutadas, cremosas y envolventes, diseñadas para quienes buscan un aroma vibrante y seductor. Yara EDP 100 ml Un perfume tropical y cálido que se abre con la suavidad floral del heliotropo y la orquídea, envuelta en la frescura cítrica de la mandarina. En el corazón, un acorde gourmand y frutas tropicales aportan un toque ","https://cdn.shopify.com/s/files/1/0847/7553/4899/files/SetYara_Yaracandy_1c9c4300-6060-45cf-aa3b-00e10431d38d.png?v=1742868084",local-assets+disfragancias
"Lattafa",lattafa,"Yara Moi",yara-moi,products/lattafa/yara-moi/01.jpg,"Lattafa Yara Elixir",lattafa-lattafa-yara-elixir,0.55,decants,25000,"Un Elixir de Dulzura y Misterio Prepárate para ser envuelta en una estela irresistiblemente deliciosa y sofisticada . Yara Elixir no es solo un perfume, es una declaración de elegancia gourmand que te hará destacar. Desde el primer instante, tus sentidos son cautivados por un arranque sorprendentemente tentador: la jugosa y ácida Grosella Negra se fusiona con la dulzura nostálgica y acaramelada de la nota de Malvaviscos con Fresa ( Strawberry S’mores ), creando una apertura adictiva y única. El ","https://cdn.shopify.com/s/files/1/0847/7553/4899/files/Lattafa_Yara_Elixir.jpg?v=1764863430",local-assets+disfragancias
"Lattafa",lattafa,"Yaraelixirbottlebox",yaraelixirbottlebox,products/lattafa/yaraelixirbottlebox/01.jpg,"Lattafa Suqraat",lattafa-lattafa-suqraat,0.4,decants,20900,"Este perfume se encuentra inspirado en Acqua Di Gio Profumo de Giorgio Armani Suqraat es una fragancia elegante y atemporal que cautiva por su naturaleza opaca. Hay algunas notas que se pueden sentir inmediatamente como almizcle y lavanda que son la base del perfume. Esto se puede sentir a medida que crece en madurez.","https://cdn.shopify.com/s/files/1/0847/7553/4899/files/lattafa-suqraat.png?v=1704382288",local-assets+disfragancias
"Lattafa",lattafa,"Myyaragiftset",myyaragiftset,products/lattafa/myyaragiftset/01.jpg,"Lattafa Suqraat",lattafa-lattafa-suqraat,0.4,decants,20900,"Este perfume se encuentra inspirado en Acqua Di Gio Profumo de Giorgio Armani Suqraat es una fragancia elegante y atemporal que cautiva por su naturaleza opaca. Hay algunas notas que se pueden sentir inmediatamente como almizcle y lavanda que son la base del perfume. Esto se puede sentir a medida que crece en madurez.","https://cdn.shopify.com/s/files/1/0847/7553/4899/files/lattafa-suqraat.png?v=1704382288",local-assets+disfragancias
"Orientica",orientica,"14",14,products/orientica/14/01.jpg,"Orientica Desert Dusk",orientica-orientica-desert-dusk,0.4,decants,38000,"El Susurro Sedoso del Atardecer Desert Dusk es una fragancia hipnótica que captura la serena belleza del crepúsculo , el momento en que el desierto se vuelve suave y soñador. Esta mezcla elegante es la quintaesencia de la calma, el confort y el lujo discreto . La fragancia se despliega con la delicadeza de flores blancas , bañadas por un acorde atalcado que evoca la sensación de un velo suave y sedoso. Este inicio tranquilo te transporta a la quietud del atardecer. En el corazón, Desert Dusk se ","https://cdn.shopify.com/s/files/1/0847/7553/4899/files/1_7c6dfac3-ffa6-4c08-9438-440d12ef0ba6.jpg?v=1762265604",local-assets+disfragancias
"Orientica",orientica,"Ambernoir Grande",ambernoir-grande,products/orientica/ambernoir-grande/01.jpg,"Orientica Desert Dusk",orientica-orientica-desert-dusk,0.4,decants,38000,"El Susurro Sedoso del Atardecer Desert Dusk es una fragancia hipnótica que captura la serena belleza del crepúsculo , el momento en que el desierto se vuelve suave y soñador. Esta mezcla elegante es la quintaesencia de la calma, el confort y el lujo discreto . La fragancia se despliega con la delicadeza de flores blancas , bañadas por un acorde atalcado que evoca la sensación de un velo suave y sedoso. Este inicio tranquilo te transporta a la quietud del atardecer. En el corazón, Desert Dusk se ","https://cdn.shopify.com/s/files/1/0847/7553/4899/files/1_7c6dfac3-ffa6-4c08-9438-440d12ef0ba6.jpg?v=1762265604",local-assets+disfragancias
"Orientica",orientica,"Oudsaffron Grande",oudsaffron-grande,products/orientica/oudsaffron-grande/01.jpg,"Orientica Desert Dusk",orientica-orientica-desert-dusk,0.4,decants,38000,"El Susurro Sedoso del Atardecer Desert Dusk es una fragancia hipnótica que captura la serena belleza del crepúsculo , el momento en que el desierto se vuelve suave y soñador. Esta mezcla elegante es la quintaesencia de la calma, el confort y el lujo discreto . La fragancia se despliega con la delicadeza de flores blancas , bañadas por un acorde atalcado que evoca la sensación de un velo suave y sedoso. Este inicio tranquilo te transporta a la quietud del atardecer. En el corazón, Desert Dusk se ","https://cdn.shopify.com/s/files/1/0847/7553/4899/files/1_7c6dfac3-ffa6-4c08-9438-440d12ef0ba6.jpg?v=1762265604",local-assets+disfragancias
"Orientica",orientica,"Royalamber",royalamber,products/orientica/royalamber/01.jpg,"Orientica Desert Dusk",orientica-orientica-desert-dusk,0.4,decants,38000,"El Susurro Sedoso del Atardecer Desert Dusk es una fragancia hipnótica que captura la serena belleza del crepúsculo , el momento en que el desierto se vuelve suave y soñador. Esta mezcla elegante es la quintaesencia de la calma, el confort y el lujo discreto . La fragancia se despliega con la delicadeza de flores blancas , bañadas por un acorde atalcado que evoca la sensación de un velo suave y sedoso. Este inicio tranquilo te transporta a la quietud del atardecer. En el corazón, Desert Dusk se ","https://cdn.shopify.com/s/files/1/0847/7553/4899/files/1_7c6dfac3-ffa6-4c08-9438-440d12ef0ba6.jpg?v=1762265604",local-assets+disfragancias
"Orientica",orientica,"Royalbleu Grande",royalbleu-grande,products/orientica/royalbleu-grande/01.jpg,"Orientica Desert Dusk",orientica-orientica-desert-dusk,0.4,decants,38000,"El Susurro Sedoso del Atardecer Desert Dusk es una fragancia hipnótica que captura la serena belleza del crepúsculo , el momento en que el desierto se vuelve suave y soñador. Esta mezcla elegante es la quintaesencia de la calma, el confort y el lujo discreto . La fragancia se despliega con la delicadeza de flores blancas , bañadas por un acorde atalcado que evoca la sensación de un velo suave y sedoso. Este inicio tranquilo te transporta a la quietud del atardecer. En el corazón, Desert Dusk se ","https://cdn.shopify.com/s/files/1/0847/7553/4899/files/1_7c6dfac3-ffa6-4c08-9438-440d12ef0ba6.jpg?v=1762265604",local-assets+disfragancias
"Orientica",orientica,"Velvetgold Grande",velvetgold-grande,products/orientica/velvetgold-grande/01.jpg,"Orientica Desert Dusk",orientica-orientica-desert-dusk,0.4,decants,38000,"El Susurro Sedoso del Atardecer Desert Dusk es una fragancia hipnótica que captura la serena belleza del crepúsculo , el momento en que el desierto se vuelve suave y soñador. Esta mezcla elegante es la quintaesencia de la calma, el confort y el lujo discreto . La fragancia se despliega con la delicadeza de flores blancas , bañadas por un acorde atalcado que evoca la sensación de un velo suave y sedoso. Este inicio tranquilo te transporta a la quietud del atardecer. En el corazón, Desert Dusk se ","https://cdn.shopify.com/s/files/1/0847/7553/4899/files/1_7c6dfac3-ffa6-4c08-9438-440d12ef0ba6.jpg?v=1762265604",local-assets+disfragancias