brand,product_name,ml,gender,price_cop,source_raw
"jean-paul-gaultier","scandal intense",100,male,550000,"JJEAN PAUL GAULTIER -  SCANDAL INTENSE100ML - 3.4 OZM $ 550.000"
"jean-paul-gaultier","scandal absolu",100,male,595000,"JJEAN PAUL GAULTIER -  SCANDAL ABSOLU100ML - 3.4 OZM $ 595.000"
"jean","paul gaultier -scandal",100,female,460000,"JJEAN PAUL GAULTIER -SCANDAL100ML - 3.4 OZF $ 460.000"
"juicy-couture","viva la juicy",100,female,320000,"JJUICY COUTURE - VIVA LA JUICY 100ML - 3.4 OZF $ 320.000"
"juicy-couture","viva la juicy gold",100,female,280000,"JJUICY COUTURE - VIVA LA JUICY GOLD100ML - 3.4 OZF $ 280.000"
"juicy-couture","viva la juicy rose",100,female,320000,"JJUICY COUTURE - VIVA LA JUICY ROSE100ML - 3.4 OZF $ 320.000"
"juicy-couture","viva la juicy noir",100,female,340000,"JJUICY COUTURE - VIVA LA JUICY NOIR100ML - 3.4 OZF $ 340.000"
"juicy-couture","viva la juicy neon",100,female,340000,"JUICY COUTURE - VIVA LA JUICY NEON100ML - 3.4 OZF $ 340.000"
"juicy-couture","viva la juicy petals please",100,female,400000,"JJUICY COUTURE - VIVA LA JUICY PETALS PLEASE100ML - 3.4 OZF $ 400.000"
"jo-milano-paris","game of spade royale",100,male,420000,"JJO MILANO PARIS - GAME OF SPADE ROYALE100ML - 3.4 OZM $ 420.000"
"jo-milano-paris","game of spade royale",100,male,490000,"JJO MILANO PARIS - GAME OF SPADE ROYALE100ML - 3.4 OZM $ 490.000"
"jo-milano-paris","game of spade wildcard",100,male,440000,"JJO MILANO PARIS - GAME OF SPADE WILDCARD100ML - 3.4 OZM $ 440.000"
"jo-milano-paris","game of spade wildcard",100,male,490000,"JJO MILANO PARIS - GAME OF SPADE WILDCARD100ML - 3.4 OZM $ 490.000"
"jo-milano-paris","game of spade spahyre",100,male,420000,"JJO MILANO PARIS - GAME OF SPADE SPAHYRE100ML - 3.4 OZM $ 420.000"
"jo-milano-paris","game of spade ruby",100,male,420000,"JJO MILANO PARIS - GAME OF SPADE RUBY100ML - 3.4 OZM $ 420.000"
"jo-milano-paris","game of spade gold",100,male,420000,"JJO MILANO PARIS - GAME OF SPADE GOLD100ML - 3.4 OZM $ 420.000"
"jo-milano-paris","game of spade jackpot",100,male,380000,"JJO MILANO PARIS - GAME OF SPADE JACKPOT100ML - 3.4 OZM $ 380.000"
"jo-milano-paris","game of spade mooon",100,male,420000,"JJO MILANO PARIS - GAME OF SPADE MOOON100ML - 3.4 OZM $ 420.000"
"kenzo","amour",100,female,350000,"KKENZO - AMOUR100ML - 3.3 OZF $ 350.000"
"kenzo","flor",100,female,350000,"KKENZO - FLOR100ML - 3.3 OZF $ 350.000"
"loewe","siete loewe",100,male,430000,"LOEWE - SIETE LOEWE100ML - 3.4 OZM $ 430.000"
"lorenzo-pazzaglia","summer hammerunisex",,unisex,930000,"LLORENZO PAZZAGLIA - SUMMER HAMMER50 MLUNISEX $ 930.000"
"lacoste","l.12.12 rose",100,female,350000,"LLACOSTE - L.12.12 ROSE100ML - 3.3 OZF $ 350.000"
"lacoste","l.12.12 blanc",100,male,350000,"LLACOSTE - L.12.12 BLANC100ML - 3.4 OZM $ 350.000"
"lacoste","lacoste red",125,male,290000,"LLACOSTE - LACOSTE RED125ML - 3.4 OZM $ 290.000"
"le-labo","santal",3350,male,1650000,"LLE LABO - SANTAL 3350ML-1.7OZM $ 1.650.000"
"lattafa","teriaq",100,female,250000,"LLATTAFA - TERIAQ100ML - 3.3 OZF $ 250.000"
"lattafa","musamam white intense",100,male,310000,"LLATTAFA - MUSAMAM WHITE INTENSE100ML - 3.4 OZM $ 310.000"
"lattafa","emeer",100,unisex,280000,"LLATTAFA - EMEER100ML - 3.4 OZUNISEX $ 280.000"
"lattafa","art of universe",100,male,290000,"LLATTAFA - ART OF UNIVERSE100ML - 3.4 OZM $ 290.000"
"lattafa","qaed al fursan",100,unisex,220000,"LLATTAFA - QAED AL FURSAN100ML - 3.4 OZUNISEX $ 220.000"
"lattafa","ameer",100,unisex,250000,"LLATTAFA - AMEER100ML - 3.3 OZUNISEX $ 250.000"
"lattafa","fakhar rose",100,female,270000,"LLATTAFA - FAKHAR  ROSE100ML - 3.4 OZF $ 270.000"
"lattafa","fakhar gold",100,female,270000,"LLATTAFA - FAKHAR  GOLD100ML - 3.4 OZF $ 270.000"
"lattafa","fakhar black",100,female,230000,"LLATTAFA - FAKHAR  BLACK100ML - 3.4 OZF $ 230.000"
"lattafa","amethyst",100,unisex,250000,"LLATTAFA - AMETHYST100ML - 3.4 OZUNISEX $ 250.000"
"lattafa","noble blush",100,female,250000,"LLATTAFA - NOBLE BLUSH100ML - 3.4 OZF $ 250.000"
"lattafa","oud for flory",100,unisex,250000,"LLATTAFA - OUD FOR FLORY100ML - 3.4 OZUNISEX $ 250.000"
"lattafa","sublime",100,unisex,250000,"LLATTAFA - SUBLIME100ML - 3.4 OZUNISEX $ 250.000"
"lattafa","al quiam gold",100,male,350000,"LLATTAFA - AL QUIAM GOLD100ML - 3.4 OZM $ 350.000"
"lattafa","ajwad",60,unisex,340000,"LLATTAFA - AJWAD60MLUNISEX $ 340.000"
"lattafa","give me courmand cookie grave",75,female,340000,"LATTAFA - GIVE ME COURMAND COOKIE GRAVE75MLF $ 340.000"
"lattafa","give me courmand choco overdose",75,female,340000,"LLATTAFA - GIVE ME COURMAND CHOCO OVERDOSE75MLF $ 340.000"
"lattafa","give me courmand mallow madness",75,female,340000,"LLATTAFA - GIVE ME COURMAND MALLOW MADNESS75MLF $ 340.000"
"lattafa","give me courmand whipped pleasure",75,female,340000,"LLATTAFA - GIVE ME COURMAND WHIPPED PLEASURE75MLF $ 340.000"
"lattafa","khamrah",100,unisex,260000,"LLATTAFA - KHAMRAH100ML - 3.4 OZUNISEX $ 260.000"
"lattafa","khamrah setperfume spray - cabello y locion",100,unisex,320000,"LLATTAFA - KHAMRAH SETPerfume Spray - Cabello y Locion 100mlUNISEX $ 320.000"
"lattafa","khamrah qahwa",100,unisex,260000,"LLATTAFA - KHAMRAH QAHWA100ML - 3.4 OZUNISEX $ 260.000"
"lattafa","shaheen",100,male,320000,"LLATTAFA - SHAHEEN100ML - 3.4 OZM $ 320.000"
"latttafa-asad","zanzibar",100,male,230000,"LLATTTAFA ASAD - ZANZIBAR100ML - 3.4 OZM $ 230.000"
"latttafa-asad","asad",100,male,230000,"LLATTTAFA ASAD - ASAD100ML - 3.4 OZM $ 230.000"
"latttafa-asad","asad elixir",100,male,280000,"LLATTTAFA ASAD - ASAD ELIXIR100ML - 3.4 OZM $ 280.000"
"lattafa-asad","bourdoun",100,male,260000,"LLATTAFA  ASAD - BOURDOUN100ML - 3.4 OZM $ 260.000"
"lattafa","yara rosada",100,female,230000,"LLATTAFA - YARA ROSADA100ML - 3.4 OZF $ 230.000"
"lattafa","yara candy",100,female,210000,"LATTAFA - YARA CANDY100ML - 3.4 OZF $ 210.000"
"lattafa","yara blanca",100,female,230000,"LLATTAFA - YARA BLANCA100ML - 3.4 OZF $ 230.000"
"lattafa","yara tous",100,female,230000,"LLATTAFA - YARA TOUS 100ML - 3.4 OZF $ 230.000"
"lattafa","ajwad",60,female,340000,"LLATTAFA - AJWAD60MLF $ 340.000"
"lattafa","mayar",100,female,250000,"LLATTAFA - MAYAR100ML - 3.4 OZF $ 250.000"
"lattafa","mayar natura",100,female,240000,"LLATTAFA - MAYAR NATURA100ML - 3.4 OZF $ 240.000"
"lattafa","eclaire",75,female,285000,"LLATTAFA - ECLAIRE75ML - 2.5OZF $ 285.000"
"lancome","la vida es bella",100,female,540000,"LLANCOME - LA VIDA ES BELLA100ML - 3.4 OZF $ 540.000"
"louis-vuitton","ombre nomada",100,male,2300000,"LLOUIS VUITTON - OMBRE NOMADA100ML - 3.4 OZM $ 2.300.000"
"louis-vuitton","pacific chill",100,male,2050000,"LLOUIS VUITTON - PACIFIC CHILL100ML - 3.4 OZM $ 2.050.000"
"louis-vuitton","artrape reves",100,male,2050000,"LLOUIS VUITTON - ARTRAPE REVES100ML - 3.4 OZM $ 2.050.000"
"louis-vuitton","imagination",100,male,2050000,"LLOUIS VUITTON - IMAGINATION100ML - 3.4 OZM $ 2.050.000"
"moschino","toy boy",100,male,350000,"MOSCHINO -  TOY BOY  100ML - 3.4 OZM $ 350.000"
"crema","corporal + loción bolso + loción",100,male,400000,"Crema corporal + Loción bolso + Loción 100mlM $ 400.000"
"moshino","toy 2",100,female,350000,""
"MMOSHINO - TOY 2 100ML - 3.4 OZF $ 350.000","",,,,""
"locion","+ locion de bolso + crema corporalf",,unisex,410000,"LOCION 100 ML + LOCION DE BOLSO + CREMA CORPORALF $ 410.000"
"moshino","toy 2 bubble gum",100,female,350000,""
"MMOSHINO - TOY 2 BUBBLE GUM100ML - 3.4 OZF $ 350.000","",,,,""
"moshino","estuche colecciontoy boy - toy 2 - bubble gum",,unisex,220000,"MMOSHINO - ESTUCHE COLECCION5ml Toy boy - Toy 2 - Bubble gum $ 220.000"
"moshino","fresh pinkf",,unisex,260000,"MMOSHINO - FRESH PINK100 MlF $ 260.000"
"moshino","fresh bluef",,unisex,250000,"M MOSHINO - FRESH BLUE100 MlF $ 250.000"
"moshino","funny",,unisex,250000,"MMOSHINO - FUNNY100 MlF $ 250.000"
"moshino","pearl",,unisex,350000,"MMOSHINO - PEARL100 MlF $ 350.000"
"moshino","set pearl",,female,430000,"MMOSHINO -  SET PEARLSETF $ 430.000"
"moshino","set pearl",,female,390000,"MMOSHINO -  SET PEARLSETF $ 390.000"
"moshino","love love f",,unisex,260000,"MOSHINO - LOVE LOVE 100 MlF $ 260.000"
"moshino","pink bouquetf",,unisex,250000,"MMOSHINO - PINK BOUQUET100 MlF $ 250.000"
"montale","arabians tonke",100,unisex,550000,"MMONTALE - ARABIANS TONKE100ML - 3.4 OZUNISEX $ 550.000"
"montale","intense cafe",100,unisex,460000,"MMONTALE - INTENSE CAFE100ML - 3.4 OZUNISEX $ 460.000"
"montale","ristretto cafe",100,unisex,480000,"MMONTALE - RISTRETTO CAFE100ML - 3.4 OZUNISEX $ 480.000"
"montale","starry night",100,unisex,440000,"MMONTALE - STARRY NIGHT100ML - 3.4 OZUNISEX $ 440.000"
"montale","rose musk",100,female,430000,"MMONTALE - ROSE MUSK100ML - 3.4 OZF $ 430.000"
"montale","wood on fire",100,male,520000,"MMONTALE - WOOD ON FIRE100ML - 3.4 OZM $ 520.000"
"montale","day dreams",100,male,500000,"MMONTALE - DAY DREAMS100ML - 3.4 OZM $ 500.000"
"montale","fantastic basilic",100,male,520000,"MMONTALE - FANTASTIC BASILIC100ML - 3.4 OZM $ 520.000"
"montale","chyprre fruite",100,male,500000,"MMONTALE - CHYPRRE FRUITE100ML - 3.4 OZM $ 500.000"
"montale","rendez vouz",100,male,470000,"MMONTALE - RENDEZ VOUZ100ML - 3.4 OZM $ 470.000"
"montale","rose musk intense",100,unisex,420000,"MMONTALE - ROSE MUSK INTENSE100ML - 3.4 OZUNISEX $ 420.000"
"montale","crazy love",100,female,440000,"MONTALE - CRAZY LOVE100ML - 3.4 OZF $ 440.000"
"montale","black out",100,male,500000,"MMONTALE - BLACK OUT100ML - 3.4 OZM $ 500.000"
"montblanc","legend spirit",100,male,250000,"MMONTBLANC - LEGEND SPIRIT 100ML - 3.4 OZM $ 250.000"
"montblanc","legend",100,male,290000,"MMONTBLANC - LEGEND 100ML - 3.4 OZM $ 290.000"
"montblanc","femme indiviiduelle",100,female,240000,"MMONTBLANC - FEMME INDIVIIDUELLE100ML - 3.4 OZF $ 240.000"
"montblanc","signature",100,female,310000,"MMONTBLANC - SIGNATURE100ML - 3.4 OZF $ 310.000"
"montblanc","starwalker",75,male,190000,"MMONTBLANC - STARWALKER75ML - 3.4 OZM $ 190.000"
"montblanc","explorer",100,male,299000,"MMONTBLANC - EXPLORER100ML - 3.4 OZM $ 299.000"
"maison-francis","baccarat rouge",540100,unisex,1900000,"MMAISON FRANCIS - BACCARAT ROUGE 540100ML - 3.4 OZUNISEX $ 1.900.000"
"maison-alhambra","delihah",100,female,220000,"MMAISON ALHAMBRA - DELIHAH100ML - 3.4 OZF $ 220.000"
"maison-alhambra","spectre malachite",100,unisex,260000,"MMAISON ALHAMBRA - SPECTRE MALACHITE100ML - 3.4 OZUNISEX $ 260.000"
"maison-alhambra","jean lowe immortal",100,male,270000,"MMAISON ALHAMBRA - JEAN LOWE IMMORTAL100ML - 3.4 OZM $ 270.000"
"maison-alhambra","jean lowe matiere",100,male,270000,"MMAISON ALHAMBRA - JEAN LOWE MATIERE100ML - 3.4 OZM $ 270.000"
"maison-alhambra","rose petal",100,female,280000,"MMAISON ALHAMBRA - ROSE PETAL100ML - 3.4 OZF $ 280.000"
"must-perfume","velvet rose",100,female,260000,"MMUST PERFUME - VELVET ROSE100ML - 3.4 OZF $ 260.000"
"matai","noor",,unisex,380000,"MMATAI - NOOR50 ML $ 380.000"
"matai","sabah",,unisex,380000,"MMATAI - SABAH50 ML $ 380.000"
"matai","zeenith",,unisex,380000,"MMATAI - ZEENITH50 ML $ 380.000"
"matai","sahara",,unisex,380000,"MMATAI - SAHARA50 ML $ 380.000"
"matai","celeste",,unisex,380000,"MMATAI - CELESTE50 ML $ 380.000"
"nautica","voyage",100,male,150000,"NNAUTICA - VOYAGE100ML - 3.3 OZM $ 150.000"
"nautica","voyage sport",100,male,150000,"NNAUTICA - VOYAGE SPORT100ML - 3.3 OZM $ 150.000"
"nautica","classic",100,male,150000,"NNAUTICA - CLASSIC100ML - 3.3 OZM $ 150.000"
"nautica","blue",100,male,150000,"NNAUTICA - BLUE100ML - 3.3 OZM $ 150.000"
"orientica","set",,unisex,300000,"OORIENTICA SET30ML C/UUNISEX $ 300.000"
"orientica","saffron negra",80,unisex,380000,"ORIENTICA - SAFFRON NEGRA80ML UNISEX $ 380.000"
"orientica","amber noir",80,unisex,400000,"OORIENTICA - AMBER NOIR80ML UNISEX $ 400.000"
"orientica","velvet oud",80,unisex,400000,"OORIENTICA - VELVET OUD80ML UNISEX $ 400.000"
"orientica","royal amber",80,unisex,380000,"OORIENTICA - ROYAL AMBER80ML UNISEX $ 380.000"
"orientica","royal blue",80,unisex,400000,"OORIENTICA - ROYAL BLUE80ML UNISEX $ 400.000"
"oscar-de-la-renta","women",100,female,300000,"OOSCAR DE LA RENTA - WOMEN100ML - 3.4 OZF $ 300.000"
"paris-hilton","men",100,male,230000,"PPARIS HILTON - MEN100ML - 3.4 OZM $ 230.000"
"paris-hilton","can can setlocion+locion cuerpo+locion de bolso+jabonf",,unisex,300000,"PPARIS HILTON - CAN CAN SETLocion+locion cuerpo+Locion de bolso+JabonF $ 300.000"
"paris-hilton","can can",100,female,220000,"PPARIS HILTON - CAN CAN 100ML - 3.4 OZF $ 220.000"
"paris-hilton","rosh rush estuchelocion+locion cuerpo+locion de bolso+jabonf",,unisex,300000,"PPARIS HILTON - ROSH RUSH ESTUCHELocion+locion cuerpo+Locion de bolso+JabonF $ 300.000"
"paris-hilton","rosh rush",100,female,240000,"PPARIS HILTON - ROSH RUSH 100ML - 3.4 OZF $ 240.000"
"paris-hilton","platinum rush estuchelocion+locion cuerpo+locion de bolso+jabonf",,unisex,310000,"PPARIS HILTON - PLATINUM RUSH ESTUCHELocion+locion cuerpo+Locion de bolso+JabonF $ 310.000"
"paris-hilton","platinum rush",100,female,240000,"PPARIS HILTON - PLATINUM RUSH 100ML - 3.4 OZF $ 240.000"
"paris-hilton","heires",100,female,280000,"PPARIS HILTON - HEIRES100ML - 3.4 OZF $ 280.000"
"0paris-hilton","tradicional",100,female,230000,"0PARIS HILTON - TRADICIONAL100ML - 3.4 OZF $ 230.000"
"paris-hilton","set tradicionallocion+locion cuerpo+locion de bolso+jabonf",,unisex,280000,"PPARIS HILTON - SET TRADICIONALLocion+locion cuerpo+Locion de bolso+JabonF $ 280.000"
"paco-rabanne","one millon",100,male,410000,"PPACO RABANNE - ONE MILLON 100ML - 3.4 OZM $ 410.000"
"paco-rabanne","one millon lucky",100,male,500000,"PPACO RABANNE - ONE MILLON LUCKY100ML - 3.4 OZM $ 500.000"
"paco-rabbane","lady millonf",,unisex,440000,"PPACO RABBANE - LADY MILLON80 MLF $ 440.000"
"paco-rabanne","black xs",100,male,360000,"PPACO RABANNE - BLACK XS100ML - 3.4 OZM $ 360.000"
"paco-rabanne","black xs pure",100,male,410000,"PPACO RABANNE - BLACK XS PURE100ML - 3.4 OZM $ 410.000"
"paco-rabbane","black xs",80,female,380000,"PPACO RABBANE - BLACK XS80ML F $ 380.000"
"paco-rabanne","black xs pure",80,female,410000,"PPACO RABANNE - BLACK XS PURE80ML F $ 410.000"
"paco-rabanne","phanto",100,male,430000,"PPACO RABANNE - PHANTOM100ML - 3.4 OZM $ 430.000"
"paco-rabanne","invictus",100,male,460000,"PPACO RABANNE - INVICTUS100ML - 3.4 OZM $ 460.000"
"paco-rabanne","invictus victory",100,male,460000,"PPACO RABANNE - INVICTUS VICTORY100ML - 3.4 OZM $ 460.000"
"paco-rabanne","invictus victory absolu",100,male,530000,"PPACO RABANNE - INVICTUS VICTORY ABSOLU100ML - 3.4 OZM $ 530.000"
"paco-rabbane","olimpea",100,female,440000,"PPACO RABBANE - OLIMPEA100ML - 3.4 OZF $ 440.000"
"perri","elis -",360100,male,250000,"PERRI ELIS - 360100ML - 3.4 OZM $ 250.000"
"perri-elis","360 red",100,male,250000,"PPERRI ELIS - 360 RED100ML - 3.4 OZM $ 250.000"
"perry-elis","360 coral estuchelocion+locion cuerpo+locion de bolso+splashf",,unisex,300000,"PPERRY ELIS - 360 CORAL ESTUCHELocion+locion cuerpo+Locion de bolso+SplashF $ 300.000"
"perry-elis","360 tradicional",100,female,240000,"PPERRY ELIS - 360 TRADICIONAL100ML - 3.4 OZF $ 240.000"
"perry-elis","360 splash",236,female,90000,"PPERRY ELIS - 360 SPLASH236MLF $ 90.000"
"perry-elis","18locion + splash + crema de manof",,unisex,300000,"PPERRY ELIS - 18Locion 100ml + Splash + Crema de manoF $ 300.000"
"polo-ralph-laurent","ralph",100,female,330000,"PPOLO RALPH LAURENT - RALPH100ML - 3.4 OZF $ 330.000"
"polo-ralph-laurent","big pony",2100,female,320000,"PPOLO RALPH LAURENT - BIG PONY 2100ML - 3.4 OZF $ 320.000"
"polo-ralph-laurent","red",100,male,320000,"PPOLO RALPH LAURENT - RED100ML - 3.4 OZM $ 320.000"
"polo-ralph-laurent","black",100,male,320000,"PPOLO RALPH LAURENT -  BLACK100ML - 3.4 OZM $ 320.000"
"polo-ralph-laurent","blue",100,male,320000,"PPOLO RALPH LAURENT - BLUE100ML - 3.4 OZM $ 320.000"
"parfum-d-marly","delina",100,female,1250000,"PPARFUM D MARLY - DELINA100ML - 3.4 OZF $ 1.250.000"
"parfum-d-marly","delina exclusiva",100,female,1200000,"PPARFUM D MARLY - DELINA EXCLUSIVA100ML - 3.4 OZF $ 1.200.000"
"parfum-d-marly","delina rose",100,female,1150,"PPARFUM D MARLY - DELINA ROSE100ML - 3.4 OZF $ 1.150"
"00parfum-d-marly","layton exclusifm-ppaloma - picasso",100,female,360000,".00PARFUM D MARLY - LAYTON EXCLUSIF100ML - 3.4 OZM-PPALOMA - PICASSO100ML - 3.4 OZF $ 360.000"
"rave","now women",100,female,210000,"RRAVE - NOW WOMEN100ML - 3.4 OZF $ 210.000"
"rave","now men",100,male,210000,"RRAVE - NOW MEN100ML - 3.4 OZM $ 210.000"
"rave","now blanca",100,male,210000,"RRAVE - NOW BLANCA100ML - 3.4 OZM $ 210.000"
"rave","now rouge",100,male,210000,"RRAVE - NOW ROUGE100ML - 3.4 OZM $ 210.000"
"roger-gallet","jean marie farine",,male,585000,"RROGER & GALLET - JEAN MARIE FARINE1 LITROM $ 585.000"
"roger-gallet","jean marie farine",100,male,275000,"RROGER & GALLET - JEAN MARIE FARINE100ML - 3.4 OZM $ 275.000"
"rasasi","hawas ice",100,male,270000,"RRASASI - HAWAS ICE100ML - 3.4 OZM $ 270.000"
"rasasi","hawas",100,male,240000,"RRASASI - HAWAS100ML - 3.4 OZM $ 240.000"
"rasasi","hawas tropical",100,male,360000,"RRASASI - HAWAS TROPICAL100ML - 3.4 OZM $ 360.000"
"rasasi","hawas fire",100,male,370000,"RRASASI - HAWAS FIRE100ML - 3.4 OZM $ 370.000"
"rasasi","hawas viper",100,male,350000,"RRASASI - HAWAS VIPER100ML - 3.4 OZM $ 350.000"
"rasasi","hawas kobra",100,male,330000,"RRASASI - HAWAS KOBRA100ML - 3.4 OZM $ 330.000"
"rayhaan","rayhaan elixir",100,male,280000,"RAYHAAN - RAYHAAN ELIXIR100ML - 3.4 OZM $ 280.000"
"stallion","stallion",53100,male,230000,"SSTALLION 53100ML - 3.4 OZM $ 230.000"
"stallion-53","elixir",88100,male,250000,"SSTALLION 53 - ELIXIR 88100ML - 3.4 OZM $ 250.000"
"stallion","capcha",36100,male,230000,"SSTALLION - CAPCHA 36100ML - 3.4 OZM $ 230.000"
"tommy-hilfiger","tommy now",100,male,250000,"TTOMMY HILFIGER - TOMMY NOW100ML - 3.4 OZM $ 250.000"
"tommy-hilfiger","tommy girl",100,female,275000,"TTOMMY HILFIGER - TOMMY GIRL100ML F $ 275.000"
"tous","kids",100,male,185000,"TTOUS - KIDS 100ML - 3.4 OZM $ 185.000"
"tous","baby",100,unisex,185000,"TTOUS - BABY100ML - 3.4 OZUNISEX $ 185.000"
"tous","kids",100,female,185000,"TTOUS - KIDS 100ML - 3.4 OZF $ 185.000"
"tous","man",100,male,220000,"TTOUS - MAN100ML - 3.4 OZM $ 220.000"
"tous","more more pinkf",,unisex,300000,"TTOUS - MORE MORE PINK90 MLF $ 300.000"
"tubees","pink sugar",50,female,120000,"TTUBEES - PINK SUGAR50MLF $ 120.000"
"splash","victoria”s secrets",250,female,90000,"SSPLASH VICTORIA”S SECRETS 250ML - 8.4 OZF $ 90.000"
"salvatore-ferragamo","incanto charms",100,female,240000,"SSALVATORE FERRAGAMO - INCANTO CHARMS100ML - 3.4 OZF $ 240.000"
"victorias-secrets","bombshell",100,female,460000,"VICTORIA”S SECRETS - BOMBSHELL100ML - 3.4 OZF $ 460.000"
"versace","eau fraiche",100,male,310000,"VVERSACE - EAU FRAICHE100ML - 3.4 OZM $ 310.000"
"versace","eros",100,male,430000,"VVERSACE - EROS100ML - 3.4 OZM $ 430.000"
"versace","eros flame",100,male,430000,"VVERSACE -  EROS FLAME100ML - 3.4 OZM $ 430.000"
"versace","eros energy",100,male,380000,"VVERSACE -  EROS ENERGY100ML - 3.4 OZM $ 380.000"
"versace","blue jeans",75,male,180000,"VVERSACE - BLUE JEANS75ML - 2.7 OZM $ 180.000"
"versace","blue jeans",75,female,180000,"VVERSACE - BLUE JEANS75ML - 2.7 OZF $ 180.000"
"versace","dylan blue",100,male,350000,"VVERSACE - DYLAN BLUE100ML - 3.4 OZM $ 350.000"
"versace","eros pour femmelocion+locion cuerpo+locion de mano+bolsof",,unisex,500000,"VVERSACE - EROS POUR FEMMELocion+locion cuerpo+Locion de mano+BolsoF $ 500.000"
"versace","yellow diamond",100,female,330000,"V VERSACE - YELLOW DIAMOND100ML F $ 330.000"
"versace","set yellow diamondlocion+locion cuerpo+locion de bañof",,unisex,420000,"VVERSACE - SET YELLOW DIAMONDLocion+locion cuerpo+Locion de BañoF $ 420.000"
"versace","brght crystal absolu",90,female,380000,"V VERSACE - BRGHT CRYSTAL ABSOLU90MLF $ 380.000"
"versace","bright crystallocion+locion cuerpo+locion de mano+bolsof",,unisex,500000,"VVERSACE - BRIGHT CRYSTALLocion+locion cuerpo+Locion de mano+BolsoF $ 500.000"
"valentino","born in roma",100,male,545000,"VVALENTINO - BORN IN ROMA100ML - 3.4 OZM $ 545.000"
"valentino","born in roma intense",100,male,670000,"VALENTINO - BORN IN ROMA INTENSE100ML - 3.4 OZM $ 670.000"
"valentino","born in roma uoomo",100,male,480000,"VVALENTINO - BORN IN ROMA UOOMO100ML - 3.4 OZM $ 480.000"
"valentino","born in roma yellow",100,male,580000,"VVALENTINO - BORN IN ROMA YELLOW100ML - 3.4 OZM $ 580.000"
"valentino","born in roma green",100,male,545000,"VVALENTINO - BORN IN ROMA GREEN100ML - 3.4 OZM $ 545.000"
"valentino","born in roma coral fantasy",100,female,620000,"VVALENTINO - BORN IN ROMA CORAL FANTASY100ML - 3.4 OZF $ 620.000"
"victorinox","swiss army",100,male,200000,"VVICTORINOX - SWISS ARMY100ML - 3.4 OZM $ 200.000"
"vulcan","feu",100,unisex,340000,"VVULCAN - FEU100ML - 3.4 OZUNISEX $ 340.000"
"vulcan","baie",100,female,360000,"VVULCAN - BAIE100ML - 3.4 OZF $ 360.000"
"yves-saint-laurent","black opium",100,female,590000,"YYVES SAINT LAURENT - BLACK OPIUM100ML - 3.4 OZF $ 590.000"
"yves-saint-laurent","y edt",100,male,460000,"YYVES SAINT LAURENT - Y EDT100ML - 3.4 OZM $ 460.000"
"yves-saint-laurent","y edp",100,male,550000,"YYVES SAINT LAURENT - Y EDP100ML - 3.4 OZM $ 550.000"
"yves-saint-laurent","edt",100,male,460000,"YYVES SAINT LAURENT - EDT100ML - 3.4 OZM $ 460.000"
"yves-saint-laurent","my self",100,male,550000,"YYVES SAINT LAURENT - MY SELF100ML - 3.4 OZM $ 550.000"
"xerjoff","erba pure",100,male,1200000,"XXERJOFF - ERBA PURE100ML - 3.4 OZM $ 1.200.000"
"xerjoff","naxos",100,male,1200000,"XERJOFF - NAXOS100ML - 3.4 OZM $ 1.200.000"
"xerjoff","torino",21100,female,1200000,"XXERJOFF - TORINO 21100ML - 3.4 OZF $ 1.200.000"